pet_slug,species,style,minimum_species,maximum_species,possible_final_count,path_min_to_max,species_default_bst_min_to_max,proposed_context_bands_percent,missing_base_species_assets,mapping_scope
dedenne-3d,dedenne,3d,dedenne,dedenne,1,dedenne,431,"dedenne [0.00,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
carbink-3d,carbink,3d,carbink,carbink,1,carbink,500,"carbink [0.00,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
goomy-3d,goomy,3d,goomy,goodra,1,goomy > sliggoo > goodra,300 > 452 > 600,"goodra [0.00,39.94); sliggoo [39.94,70.03); goomy [70.03,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
sliggoo-3d,sliggoo,3d,goomy,goodra,1,goomy > sliggoo > goodra,300 > 452 > 600,"goodra [0.00,39.94); sliggoo [39.94,70.03); goomy [70.03,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
goodra-3d,goodra,3d,goomy,goodra,1,goomy > sliggoo > goodra,300 > 452 > 600,"goodra [0.00,39.94); sliggoo [39.94,70.03); goomy [70.03,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
klefki-3d,klefki,3d,klefki,klefki,1,klefki,470,"klefki [0.00,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
phantump-3d,phantump,3d,phantump,trevenant,1,phantump > trevenant,309 > 474,"trevenant [0.00,54.48); phantump [54.48,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
trevenant-3d,trevenant,3d,phantump,trevenant,1,phantump > trevenant,309 > 474,"trevenant [0.00,54.48); phantump [54.48,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
pumpkaboo-3d,pumpkaboo,3d,pumpkaboo,gourgeist,1,pumpkaboo > gourgeist,335 > 494,"gourgeist [0.00,53.63); pumpkaboo [53.63,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
gourgeist-3d,gourgeist,3d,pumpkaboo,gourgeist,1,pumpkaboo > gourgeist,335 > 494,"gourgeist [0.00,53.63); pumpkaboo [53.63,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
bergmite-3d,bergmite,3d,bergmite,avalugg,1,bergmite > avalugg,304 > 514,"avalugg [0.00,56.55); bergmite [56.55,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
avalugg-3d,avalugg,3d,bergmite,avalugg,1,bergmite > avalugg,304 > 514,"avalugg [0.00,56.55); bergmite [56.55,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
noibat-3d,noibat,3d,noibat,noivern,1,noibat > noivern,245 > 535,"noivern [0.00,61.73); noibat [61.73,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
noivern-3d,noivern,3d,noibat,noivern,1,noibat > noivern,245 > 535,"noivern [0.00,61.73); noibat [61.73,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
xerneas-3d,xerneas,3d,xerneas,xerneas,1,xerneas,680,"xerneas [0.00,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
yveltal-3d,yveltal,3d,yveltal,yveltal,1,yveltal,680,"yveltal [0.00,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
zygarde-3d,zygarde,3d,zygarde,zygarde,1,zygarde,600,"zygarde [0.00,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
diancie-3d,diancie,3d,diancie,diancie,1,diancie,600,"diancie [0.00,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
hoopa-3d,hoopa,3d,hoopa,hoopa,1,hoopa,600,"hoopa [0.00,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
volcanion-3d,volcanion,3d,volcanion,volcanion,1,volcanion,600,"volcanion [0.00,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
rowlet-3d,rowlet,3d,rowlet,decidueye,1,rowlet > dartrix > decidueye,320 > 420 > 530,"decidueye [0.00,37.56); dartrix [37.56,67.32); rowlet [67.32,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
dartrix-3d,dartrix,3d,rowlet,decidueye,1,rowlet > dartrix > decidueye,320 > 420 > 530,"decidueye [0.00,37.56); dartrix [37.56,67.32); rowlet [67.32,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
decidueye-3d,decidueye,3d,rowlet,decidueye,1,rowlet > dartrix > decidueye,320 > 420 > 530,"decidueye [0.00,37.56); dartrix [37.56,67.32); rowlet [67.32,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
litten-3d,litten,3d,litten,incineroar,1,litten > torracat > incineroar,320 > 420 > 530,"incineroar [0.00,37.56); torracat [37.56,67.32); litten [67.32,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
torracat-3d,torracat,3d,litten,incineroar,1,litten > torracat > incineroar,320 > 420 > 530,"incineroar [0.00,37.56); torracat [37.56,67.32); litten [67.32,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
incineroar-3d,incineroar,3d,litten,incineroar,1,litten > torracat > incineroar,320 > 420 > 530,"incineroar [0.00,37.56); torracat [37.56,67.32); litten [67.32,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
popplio-3d,popplio,3d,popplio,primarina,1,popplio > brionne > primarina,320 > 420 > 530,"primarina [0.00,37.56); brionne [37.56,67.32); popplio [67.32,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
brionne-3d,brionne,3d,popplio,primarina,1,popplio > brionne > primarina,320 > 420 > 530,"primarina [0.00,37.56); brionne [37.56,67.32); popplio [67.32,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
primarina-3d,primarina,3d,popplio,primarina,1,popplio > brionne > primarina,320 > 420 > 530,"primarina [0.00,37.56); brionne [37.56,67.32); popplio [67.32,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
pikipek-3d,pikipek,3d,pikipek,toucannon,1,pikipek > trumbeak > toucannon,265 > 355 > 485,"toucannon [0.00,39.50); trumbeak [39.50,68.42); pikipek [68.42,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
trumbeak-3d,trumbeak,3d,pikipek,toucannon,1,pikipek > trumbeak > toucannon,265 > 355 > 485,"toucannon [0.00,39.50); trumbeak [39.50,68.42); pikipek [68.42,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
toucannon-3d,toucannon,3d,pikipek,toucannon,1,pikipek > trumbeak > toucannon,265 > 355 > 485,"toucannon [0.00,39.50); trumbeak [39.50,68.42); pikipek [68.42,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
yungoos-3d,yungoos,3d,yungoos,gumshoos,1,yungoos > gumshoos,253 > 418,"gumshoos [0.00,56.07); yungoos [56.07,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
gumshoos-3d,gumshoos,3d,yungoos,gumshoos,1,yungoos > gumshoos,253 > 418,"gumshoos [0.00,56.07); yungoos [56.07,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
grubbin-3d,grubbin,3d,grubbin,vikavolt,1,grubbin > charjabug > vikavolt,300 > 400 > 500,"vikavolt [0.00,37.50); charjabug [37.50,67.50); grubbin [67.50,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
charjabug-3d,charjabug,3d,grubbin,vikavolt,1,grubbin > charjabug > vikavolt,300 > 400 > 500,"vikavolt [0.00,37.50); charjabug [37.50,67.50); grubbin [67.50,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
vikavolt-3d,vikavolt,3d,grubbin,vikavolt,1,grubbin > charjabug > vikavolt,300 > 400 > 500,"vikavolt [0.00,37.50); charjabug [37.50,67.50); grubbin [67.50,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
crabrawler-3d,crabrawler,3d,crabrawler,crabominable,1,crabrawler > crabominable,338 > 478,"crabominable [0.00,52.72); crabrawler [52.72,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
crabominable-3d,crabominable,3d,crabrawler,crabominable,1,crabrawler > crabominable,338 > 478,"crabominable [0.00,52.72); crabrawler [52.72,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
oricorio-3d,oricorio,3d,oricorio,oricorio,1,oricorio,476,"oricorio [0.00,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
cutiefly-3d,cutiefly,3d,cutiefly,ribombee,1,cutiefly > ribombee,304 > 464,"ribombee [0.00,54.38); cutiefly [54.38,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
ribombee-3d,ribombee,3d,cutiefly,ribombee,1,cutiefly > ribombee,304 > 464,"ribombee [0.00,54.38); cutiefly [54.38,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
rockruff-3d,rockruff,3d,rockruff,lycanroc,1,rockruff > lycanroc,280 > 487,"lycanroc [0.00,57.14); rockruff [57.14,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
lycanroc-3d,lycanroc,3d,rockruff,lycanroc,1,rockruff > lycanroc,280 > 487,"lycanroc [0.00,57.14); rockruff [57.14,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
wishiwashi-3d,wishiwashi,3d,wishiwashi,wishiwashi,1,wishiwashi,175,"wishiwashi [0.00,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
mareanie-3d,mareanie,3d,mareanie,toxapex,1,mareanie > toxapex,305 > 495,"toxapex [0.00,55.69); mareanie [55.69,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
toxapex-3d,toxapex,3d,mareanie,toxapex,1,mareanie > toxapex,305 > 495,"toxapex [0.00,55.69); mareanie [55.69,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
mudbray-3d,mudbray,3d,mudbray,mudsdale,1,mudbray > mudsdale,385 > 500,"mudsdale [0.00,50.85); mudbray [50.85,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
mudsdale-3d,mudsdale,3d,mudbray,mudsdale,1,mudbray > mudsdale,385 > 500,"mudsdale [0.00,50.85); mudbray [50.85,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
dewpider-3d,dewpider,3d,dewpider,araquanid,1,dewpider > araquanid,269 > 454,"araquanid [0.00,56.51); dewpider [56.51,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
araquanid-3d,araquanid,3d,dewpider,araquanid,1,dewpider > araquanid,269 > 454,"araquanid [0.00,56.51); dewpider [56.51,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
fomantis-3d,fomantis,3d,fomantis,lurantis,1,fomantis > lurantis,250 > 480,"lurantis [0.00,59.18); fomantis [59.18,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
lurantis-3d,lurantis,3d,fomantis,lurantis,1,fomantis > lurantis,250 > 480,"lurantis [0.00,59.18); fomantis [59.18,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
morelull-3d,morelull,3d,morelull,shiinotic,1,morelull > shiinotic,285 > 405,"shiinotic [0.00,52.83); morelull [52.83,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
shiinotic-3d,shiinotic,3d,morelull,shiinotic,1,morelull > shiinotic,285 > 405,"shiinotic [0.00,52.83); morelull [52.83,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
salandit-3d,salandit,3d,salandit,salazzle,1,salandit > salazzle,320 > 480,"salazzle [0.00,54.00); salandit [54.00,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
salazzle-3d,salazzle,3d,salandit,salazzle,1,salandit > salazzle,320 > 480,"salazzle [0.00,54.00); salandit [54.00,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
stufful-3d,stufful,3d,stufful,bewear,1,stufful > bewear,340 > 500,"bewear [0.00,53.57); stufful [53.57,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
bewear-3d,bewear,3d,stufful,bewear,1,stufful > bewear,340 > 500,"bewear [0.00,53.57); stufful [53.57,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
bounsweet-3d,bounsweet,3d,bounsweet,tsareena,1,bounsweet > steenee > tsareena,210 > 290 > 510,"tsareena [0.00,45.45); steenee [45.45,71.29); bounsweet [71.29,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
steenee-3d,steenee,3d,bounsweet,tsareena,1,bounsweet > steenee > tsareena,210 > 290 > 510,"tsareena [0.00,45.45); steenee [45.45,71.29); bounsweet [71.29,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
tsareena-3d,tsareena,3d,bounsweet,tsareena,1,bounsweet > steenee > tsareena,210 > 290 > 510,"tsareena [0.00,45.45); steenee [45.45,71.29); bounsweet [71.29,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
comfey-3d,comfey,3d,comfey,comfey,1,comfey,485,"comfey [0.00,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
oranguru-3d,oranguru,3d,oranguru,oranguru,1,oranguru,490,"oranguru [0.00,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
passimian-3d,passimian,3d,passimian,passimian,1,passimian,490,"passimian [0.00,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
wimpod-3d,wimpod,3d,wimpod,golisopod,1,wimpod > golisopod,230 > 530,"golisopod [0.00,62.76); wimpod [62.76,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
golisopod-3d,golisopod,3d,wimpod,golisopod,1,wimpod > golisopod,230 > 530,"golisopod [0.00,62.76); wimpod [62.76,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
sandygast-3d,sandygast,3d,sandygast,palossand,1,sandygast > palossand,320 > 480,"palossand [0.00,54.00); sandygast [54.00,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
palossand-3d,palossand,3d,sandygast,palossand,1,sandygast > palossand,320 > 480,"palossand [0.00,54.00); sandygast [54.00,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
pyukumuku-3d,pyukumuku,3d,pyukumuku,pyukumuku,1,pyukumuku,410,"pyukumuku [0.00,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
type-null-3d,type-null,3d,type-null,silvally,1,type-null > silvally,534 > 570,"silvally [0.00,46.47); type-null [46.47,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
silvally-3d,silvally,3d,type-null,silvally,1,type-null > silvally,534 > 570,"silvally [0.00,46.47); type-null [46.47,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
minior-3d,minior,3d,minior,minior,1,minior,440,"minior [0.00,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
komala-3d,komala,3d,komala,komala,1,komala,480,"komala [0.00,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
turtonator-3d,turtonator,3d,turtonator,turtonator,1,turtonator,485,"turtonator [0.00,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
togedemaru-3d,togedemaru,3d,togedemaru,togedemaru,1,togedemaru,435,"togedemaru [0.00,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
mimikyu-3d,mimikyu,3d,mimikyu,mimikyu,1,mimikyu,476,"mimikyu [0.00,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
bruxish-3d,bruxish,3d,bruxish,bruxish,1,bruxish,475,"bruxish [0.00,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
drampa-3d,drampa,3d,drampa,drampa,1,drampa,485,"drampa [0.00,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
dhelmise-3d,dhelmise,3d,dhelmise,dhelmise,1,dhelmise,517,"dhelmise [0.00,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
jangmo-o-3d,jangmo-o,3d,jangmo-o,kommo-o,1,jangmo-o > hakamo-o > kommo-o,300 > 420 > 600,"kommo-o [0.00,40.91); hakamo-o [40.91,69.55); jangmo-o [69.55,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
hakamo-o-3d,hakamo-o,3d,jangmo-o,kommo-o,1,jangmo-o > hakamo-o > kommo-o,300 > 420 > 600,"kommo-o [0.00,40.91); hakamo-o [40.91,69.55); jangmo-o [69.55,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
kommo-o-3d,kommo-o,3d,jangmo-o,kommo-o,1,jangmo-o > hakamo-o > kommo-o,300 > 420 > 600,"kommo-o [0.00,40.91); hakamo-o [40.91,69.55); jangmo-o [69.55,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
tapu-koko-3d,tapu-koko,3d,tapu-koko,tapu-koko,1,tapu-koko,570,"tapu-koko [0.00,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
tapu-lele-3d,tapu-lele,3d,tapu-lele,tapu-lele,1,tapu-lele,570,"tapu-lele [0.00,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
tapu-bulu-3d,tapu-bulu,3d,tapu-bulu,tapu-bulu,1,tapu-bulu,570,"tapu-bulu [0.00,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
tapu-fini-3d,tapu-fini,3d,tapu-fini,tapu-fini,1,tapu-fini,570,"tapu-fini [0.00,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
cosmog-3d,cosmog,3d,cosmog,solgaleo,2,cosmog > cosmoem > solgaleo,200 > 400 > 680,"solgaleo [0.00,47.81); cosmoem [47.81,75.94); cosmog [75.94,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
cosmog-3d,cosmog,3d,cosmog,lunala,2,cosmog > cosmoem > lunala,200 > 400 > 680,"lunala [0.00,47.81); cosmoem [47.81,75.94); cosmog [75.94,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
cosmoem-3d,cosmoem,3d,cosmog,solgaleo,2,cosmog > cosmoem > solgaleo,200 > 400 > 680,"solgaleo [0.00,47.81); cosmoem [47.81,75.94); cosmog [75.94,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
cosmoem-3d,cosmoem,3d,cosmog,lunala,2,cosmog > cosmoem > lunala,200 > 400 > 680,"lunala [0.00,47.81); cosmoem [47.81,75.94); cosmog [75.94,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
solgaleo-3d,solgaleo,3d,cosmog,solgaleo,1,cosmog > cosmoem > solgaleo,200 > 400 > 680,"solgaleo [0.00,47.81); cosmoem [47.81,75.94); cosmog [75.94,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
lunala-3d,lunala,3d,cosmog,lunala,1,cosmog > cosmoem > lunala,200 > 400 > 680,"lunala [0.00,47.81); cosmoem [47.81,75.94); cosmog [75.94,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
nihilego-3d,nihilego,3d,nihilego,nihilego,1,nihilego,570,"nihilego [0.00,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
buzzwole-3d,buzzwole,3d,buzzwole,buzzwole,1,buzzwole,570,"buzzwole [0.00,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
pheromosa-3d,pheromosa,3d,pheromosa,pheromosa,1,pheromosa,570,"pheromosa [0.00,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
xurkitree-3d,xurkitree,3d,xurkitree,xurkitree,1,xurkitree,570,"xurkitree [0.00,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
celesteela-3d,celesteela,3d,celesteela,celesteela,1,celesteela,570,"celesteela [0.00,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
kartana-3d,kartana,3d,kartana,kartana,1,kartana,570,"kartana [0.00,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
guzzlord-3d,guzzlord,3d,guzzlord,guzzlord,1,guzzlord,570,"guzzlord [0.00,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
necrozma-3d,necrozma,3d,necrozma,necrozma,1,necrozma,600,"necrozma [0.00,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
magearna-3d,magearna,3d,magearna,magearna,1,magearna,600,"magearna [0.00,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
marshadow-3d,marshadow,3d,marshadow,marshadow,1,marshadow,600,"marshadow [0.00,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
poipole-3d,poipole,3d,poipole,naganadel,1,poipole > naganadel,420 > 540,"naganadel [0.00,50.62); poipole [50.62,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
naganadel-3d,naganadel,3d,poipole,naganadel,1,poipole > naganadel,420 > 540,"naganadel [0.00,50.62); poipole [50.62,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
stakataka-3d,stakataka,3d,stakataka,stakataka,1,stakataka,570,"stakataka [0.00,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
blacephalon-3d,blacephalon,3d,blacephalon,blacephalon,1,blacephalon,570,"blacephalon [0.00,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
zeraora-3d,zeraora,3d,zeraora,zeraora,1,zeraora,600,"zeraora [0.00,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
meltan-3d,meltan,3d,meltan,melmetal,1,meltan > melmetal,300 > 600,"melmetal [0.00,60.00); meltan [60.00,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
melmetal-3d,melmetal,3d,meltan,melmetal,1,meltan > melmetal,300 > 600,"melmetal [0.00,60.00); meltan [60.00,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
grookey-3d,grookey,3d,grookey,rillaboom,1,grookey > thwackey > rillaboom,310 > 420 > 530,"rillaboom [0.00,37.86); thwackey [37.86,67.86); grookey [67.86,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
thwackey-3d,thwackey,3d,grookey,rillaboom,1,grookey > thwackey > rillaboom,310 > 420 > 530,"rillaboom [0.00,37.86); thwackey [37.86,67.86); grookey [67.86,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
rillaboom-3d,rillaboom,3d,grookey,rillaboom,1,grookey > thwackey > rillaboom,310 > 420 > 530,"rillaboom [0.00,37.86); thwackey [37.86,67.86); grookey [67.86,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
scorbunny-3d,scorbunny,3d,scorbunny,cinderace,1,scorbunny > raboot > cinderace,310 > 420 > 530,"cinderace [0.00,37.86); raboot [37.86,67.86); scorbunny [67.86,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
raboot-3d,raboot,3d,scorbunny,cinderace,1,scorbunny > raboot > cinderace,310 > 420 > 530,"cinderace [0.00,37.86); raboot [37.86,67.86); scorbunny [67.86,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
cinderace-3d,cinderace,3d,scorbunny,cinderace,1,scorbunny > raboot > cinderace,310 > 420 > 530,"cinderace [0.00,37.86); raboot [37.86,67.86); scorbunny [67.86,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
sobble-3d,sobble,3d,sobble,inteleon,1,sobble > drizzile > inteleon,310 > 420 > 530,"inteleon [0.00,37.86); drizzile [37.86,67.86); sobble [67.86,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
drizzile-3d,drizzile,3d,sobble,inteleon,1,sobble > drizzile > inteleon,310 > 420 > 530,"inteleon [0.00,37.86); drizzile [37.86,67.86); sobble [67.86,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
inteleon-3d,inteleon,3d,sobble,inteleon,1,sobble > drizzile > inteleon,310 > 420 > 530,"inteleon [0.00,37.86); drizzile [37.86,67.86); sobble [67.86,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
skwovet-3d,skwovet,3d,skwovet,greedent,1,skwovet > greedent,275 > 460,"greedent [0.00,56.33); skwovet [56.33,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
greedent-3d,greedent,3d,skwovet,greedent,1,skwovet > greedent,275 > 460,"greedent [0.00,56.33); skwovet [56.33,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
rookidee-3d,rookidee,3d,rookidee,corviknight,1,rookidee > corvisquire > corviknight,245 > 365 > 495,"corviknight [0.00,40.32); corvisquire [40.32,70.05); rookidee [70.05,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
corvisquire-3d,corvisquire,3d,rookidee,corviknight,1,rookidee > corvisquire > corviknight,245 > 365 > 495,"corviknight [0.00,40.32); corvisquire [40.32,70.05); rookidee [70.05,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
corviknight-3d,corviknight,3d,rookidee,corviknight,1,rookidee > corvisquire > corviknight,245 > 365 > 495,"corviknight [0.00,40.32); corvisquire [40.32,70.05); rookidee [70.05,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
blipbug-3d,blipbug,3d,blipbug,orbeetle,1,blipbug > dottler > orbeetle,180 > 335 > 505,"orbeetle [0.00,44.56); dottler [44.56,74.12); blipbug [74.12,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
dottler-3d,dottler,3d,blipbug,orbeetle,1,blipbug > dottler > orbeetle,180 > 335 > 505,"orbeetle [0.00,44.56); dottler [44.56,74.12); blipbug [74.12,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
orbeetle-3d,orbeetle,3d,blipbug,orbeetle,1,blipbug > dottler > orbeetle,180 > 335 > 505,"orbeetle [0.00,44.56); dottler [44.56,74.12); blipbug [74.12,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
nickit-3d,nickit,3d,nickit,thievul,1,nickit > thievul,245 > 455,"thievul [0.00,58.50); nickit [58.50,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
thievul-3d,thievul,3d,nickit,thievul,1,nickit > thievul,245 > 455,"thievul [0.00,58.50); nickit [58.50,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
gossifleur-3d,gossifleur,3d,gossifleur,eldegoss,1,gossifleur > eldegoss,250 > 460,"eldegoss [0.00,58.31); gossifleur [58.31,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
eldegoss-3d,eldegoss,3d,gossifleur,eldegoss,1,gossifleur > eldegoss,250 > 460,"eldegoss [0.00,58.31); gossifleur [58.31,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
wooloo-3d,wooloo,3d,wooloo,dubwool,1,wooloo > dubwool,270 > 490,"dubwool [0.00,58.03); wooloo [58.03,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
dubwool-3d,dubwool,3d,wooloo,dubwool,1,wooloo > dubwool,270 > 490,"dubwool [0.00,58.03); wooloo [58.03,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
chewtle-3d,chewtle,3d,chewtle,drednaw,1,chewtle > drednaw,284 > 485,"drednaw [0.00,56.76); chewtle [56.76,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
drednaw-3d,drednaw,3d,chewtle,drednaw,1,chewtle > drednaw,284 > 485,"drednaw [0.00,56.76); chewtle [56.76,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
yamper-3d,yamper,3d,yamper,boltund,1,yamper > boltund,270 > 490,"boltund [0.00,58.03); yamper [58.03,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
boltund-3d,boltund,3d,yamper,boltund,1,yamper > boltund,270 > 490,"boltund [0.00,58.03); yamper [58.03,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
rolycoly-3d,rolycoly,3d,rolycoly,coalossal,1,rolycoly > carkol > coalossal,240 > 410 > 510,"coalossal [0.00,39.57); carkol [39.57,71.38); rolycoly [71.38,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
carkol-3d,carkol,3d,rolycoly,coalossal,1,rolycoly > carkol > coalossal,240 > 410 > 510,"coalossal [0.00,39.57); carkol [39.57,71.38); rolycoly [71.38,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
